timestamp,sensor_id,temperature,humidity,pressure,status
2025-01-01 00:00:00,S2,27.57,78,1011,OK
2025-01-01 00:01:00,S3,23.12,53,1004,OK
2025-01-01 00:02:00,S2,30.57,79,1006,OK
2025-01-01 00:03:00,S2,19.53,65,1017,OK
2025-01-01 00:04:00,S1,28.05,60,1011,OK
2025-01-01 00:05:00,S2,14.6,76,1010,OK
2025-01-01 00:06:00,S2,28.39,63,1006,OK
2025-01-01 00:07:00,S1,19.6,31,994,ALERT
2025-01-01 00:08:00,S3,26.38,71,1007,OK
2025-01-01 00:09:00,S3,31.79,32,1006,OK
2025-01-01 00:10:00,S2,29.11,59,993,OK
2025-01-01 00:11:00,S3,31.12,37,996,OK
2025-01-01 00:12:00,S2,30.6,36,1014,OK
2025-01-01 00:13:00,S1,22.38,41,1026,OK
2025-01-01 00:14:00,S1,27.99,48,1029,OK
2025-01-01 00:15:00,S2,16.38,55,1029,OK
2025-01-01 00:16:00,S1,21.57,57,998,OK
2025-01-01 00:17:00,S1,31.96,44,1008,OK
2025-01-01 00:18:00,S2,23.07,43,998,OK
2025-01-01 00:19:00,S2,15.66,77,1012,OK
2025-01-01 00:20:00,S1,35.07,43,1020,OK
2025-01-01 00:21:00,S3,27.81,32,1021,OK
2025-01-01 00:22:00,S3,28.82,79,1020,OK
2025-01-01 00:23:00,S2,20.1,58,1006,OK
2025-01-01 00:24:00,S2,26.42,35,1028,OK
2025-01-01 00:25:00,S3,26.29,78,1011,OK
2025-01-01 00:26:00,S1,20.89,52,1024,OK
2025-01-01 00:27:00,S3,24.15,57,1019,OK
2025-01-01 00:28:00,S3,17.5,43,1029,OK
2025-01-01 00:29:00,S3,23.27,43,1026,OK
2025-01-01 00:30:00,S3,29.87,49,1015,OK
2025-01-01 00:31:00,S2,21.27,42,995,OK
2025-01-01 00:32:00,S2,34.54,56,1023,OK
2025-01-01 00:33:00,S1,17.82,64,1021,OK
2025-01-01 00:34:00,S1,23.7,74,1014,OK
2025-01-01 00:35:00,S1,21.72,31,1002,OK
2025-01-01 00:36:00,S1,24.1,70,1027,OK
2025-01-01 00:37:00,S3,31.86,74,1027,OK
2025-01-01 00:38:00,S2,20.08,69,991,OK
2025-01-01 00:39:00,S2,22.74,77,994,OK
2025-01-01 00:40:00,S1,28.27,53,1000,OK
2025-01-01 00:41:00,S1,25.47,58,1000,OK
2025-01-01 00:42:00,S3,25.88,32,1013,OK
2025-01-01 00:43:00,S3,20.17,74,1003,OK
2025-01-01 00:44:00,S1,24.64,33,1019,OK
2025-01-01 00:45:00,S2,30.66,79,1029,OK
2025-01-01 00:46:00,S2,16.95,31,1024,OK
2025-01-01 00:47:00,S2,21.51,49,1010,OK
2025-01-01 00:48:00,S1,15.92,44,994,OK
2025-01-01 00:49:00,S2,27.68,78,1027,OK
2025-01-01 00:50:00,S3,31.13,61,991,OK
2025-01-01 00:51:00,S3,24.08,71,1029,ALERT
2025-01-01 00:52:00,S1,19.97,30,1026,OK
2025-01-01 00:53:00,S3,20.12,67,1023,OK
2025-01-01 00:54:00,S1,23.51,64,1000,OK
2025-01-01 00:55:00,S2,23.5,36,1025,OK
2025-01-01 00:56:00,S2,29.56,74,1000,OK
2025-01-01 00:57:00,S2,21.66,42,998,OK
2025-01-01 00:58:00,S3,27.18,78,995,OK
2025-01-01 00:59:00,S1,23.47,30,1023,OK
2025-01-01 01:00:00,S2,21.28,43,1026,OK
2025-01-01 01:01:00,S1,23.35,58,1021,OK
2025-01-01 01:02:00,S2,26.68,32,1001,OK
2025-01-01 01:03:00,S3,29.57,75,1021,OK
2025-01-01 01:04:00,S3,23.74,53,1006,OK
2025-01-01 01:05:00,S1,18.98,30,993,OK
2025-01-01 01:06:00,S3,30.0,77,1022,OK
2025-01-01 01:07:00,S3,20.51,39,998,OK
2025-01-01 01:08:00,S1,26.3,42,1023,OK
2025-01-01 01:09:00,S2,24.88,65,1028,OK
2025-01-01 01:10:00,S3,24.21,38,1019,OK
2025-01-01 01:11:00,S1,22.57,43,1009,OK
2025-01-01 01:12:00,S3,28.1,65,1028,OK
2025-01-01 01:13:00,S3,7.09,39,1012,OK
2025-01-01 01:14:00,S3,30.68,69,1024,OK
2025-01-01 01:15:00,S3,20.44,52,1012,OK
2025-01-01 01:16:00,S1,27.04,64,1028,OK
2025-01-01 01:17:00,S1,26.78,36,1012,OK
2025-01-01 01:18:00,S1,31.37,71,1026,OK
2025-01-01 01:19:00,S3,25.99,64,1012,OK
2025-01-01 01:20:00,S3,20.85,31,1028,OK
2025-01-01 01:21:00,S3,16.98,44,1017,OK
2025-01-01 01:22:00,S1,23.26,38,1008,OK
2025-01-01 01:23:00,S3,15.21,76,1019,OK
2025-01-01 01:24:00,S2,21.86,46,1010,OK
2025-01-01 01:25:00,S3,23.54,68,1013,OK
2025-01-01 01:26:00,S2,21.55,47,1010,OK
2025-01-01 01:27:00,S3,25.21,44,1015,OK
2025-01-01 01:28:00,S1,23.82,47,1025,OK
2025-01-01 01:29:00,S3,23.36,53,1015,OK
2025-01-01 01:30:00,S2,12.88,52,1022,OK
2025-01-01 01:31:00,S2,18.53,41,1025,OK
2025-01-01 01:32:00,S3,28.21,52,993,OK
2025-01-01 01:33:00,S2,29.02,50,998,OK
2025-01-01 01:34:00,S2,15.81,55,997,OK
2025-01-01 01:35:00,S1,20.93,37,991,OK
2025-01-01 01:36:00,S3,30.36,59,1018,OK
2025-01-01 01:37:00,S3,21.41,63,1012,ALERT
2025-01-01 01:38:00,S3,24.44,31,995,OK
2025-01-01 01:39:00,S2,32.21,34,1025,OK
2025-01-01 01:40:00,S3,23.19,60,1010,OK
2025-01-01 01:41:00,S3,22.48,62,1011,OK
2025-01-01 01:42:00,S1,24.21,33,998,OK
2025-01-01 01:43:00,S1,34.27,35,1023,OK
2025-01-01 01:44:00,S1,27.23,52,1015,OK
2025-01-01 01:45:00,S2,25.1,74,990,OK
2025-01-01 01:46:00,S3,22.38,48,1025,OK
2025-01-01 01:47:00,S1,27.69,72,994,OK
2025-01-01 01:48:00,S1,28.3,74,1011,OK
2025-01-01 01:49:00,S1,19.63,37,993,OK
2025-01-01 01:50:00,S3,28.43,68,991,OK
2025-01-01 01:51:00,S3,24.24,42,1005,OK
2025-01-01 01:52:00,S3,25.12,30,1005,OK
2025-01-01 01:53:00,S2,20.58,35,1011,OK
2025-01-01 01:54:00,S2,23.0,36,990,OK
2025-01-01 01:55:00,S1,19.85,77,1004,OK
2025-01-01 01:56:00,S3,19.61,56,1013,OK
2025-01-01 01:57:00,S1,26.89,44,993,ALERT
2025-01-01 01:58:00,S3,23.22,63,1007,ALERT
2025-01-01 01:59:00,S3,18.5,52,1006,OK
2025-01-01 02:00:00,S3,35.89,77,996,OK
2025-01-01 02:01:00,S2,19.38,78,999,OK
2025-01-01 02:02:00,S2,30.46,53,990,OK
2025-01-01 02:03:00,S3,17.62,44,991,OK
2025-01-01 02:04:00,S1,27.28,64,1011,OK
2025-01-01 02:05:00,S3,23.75,33,1021,OK
2025-01-01 02:06:00,S3,21.85,73,1018,OK
2025-01-01 02:07:00,S1,25.98,66,1024,OK
2025-01-01 02:08:00,S3,25.31,46,1006,OK
2025-01-01 02:09:00,S1,20.94,60,1001,OK
2025-01-01 02:10:00,S2,20.71,67,1013,OK
2025-01-01 02:11:00,S2,17.13,39,1019,OK
2025-01-01 02:12:00,S1,26.53,79,1019,OK
2025-01-01 02:13:00,S2,18.73,56,1009,OK
2025-01-01 02:14:00,S2,25.02,71,996,OK
2025-01-01 02:15:00,S1,27.96,35,1027,OK
2025-01-01 02:16:00,S2,26.04,35,996,OK
2025-01-01 02:17:00,S3,21.38,44,1019,OK
2025-01-01 02:18:00,S3,29.54,33,1001,ALERT
2025-01-01 02:19:00,S1,22.96,77,1020,OK
2025-01-01 02:20:00,S2,18.33,69,1007,OK
2025-01-01 02:21:00,S3,23.58,36,991,ALERT
2025-01-01 02:22:00,S3,27.93,78,1022,OK
2025-01-01 02:23:00,S2,21.63,74,1000,OK
2025-01-01 02:24:00,S2,29.39,76,1023,OK
2025-01-01 02:25:00,S3,21.15,55,1005,OK
2025-01-01 02:26:00,S3,21.83,60,1024,OK
2025-01-01 02:27:00,S1,19.77,31,1022,OK
2025-01-01 02:28:00,S1,28.42,57,1010,OK
2025-01-01 02:29:00,S3,24.73,71,1009,OK
2025-01-01 02:30:00,S1,20.1,42,997,OK
2025-01-01 02:31:00,S3,23.02,47,1015,OK
2025-01-01 02:32:00,S3,9.64,59,1022,OK
2025-01-01 02:33:00,S1,28.89,40,1015,OK
2025-01-01 02:34:00,S1,24.15,42,1026,OK
2025-01-01 02:35:00,S2,12.97,53,1019,OK
2025-01-01 02:36:00,S2,17.72,58,1020,OK
2025-01-01 02:37:00,S2,22.89,34,1022,OK
2025-01-01 02:38:00,S3,18.43,64,1000,OK
2025-01-01 02:39:00,S1,28.97,48,994,OK
2025-01-01 02:40:00,S3,27.09,42,991,OK
2025-01-01 02:41:00,S1,26.8,34,1002,OK
2025-01-01 02:42:00,S3,11.98,73,1007,OK
2025-01-01 02:43:00,S2,22.37,43,1015,OK
2025-01-01 02:44:00,S2,21.51,67,1014,OK
2025-01-01 02:45:00,S2,20.23,51,1003,OK
2025-01-01 02:46:00,S3,22.92,38,994,OK
2025-01-01 02:47:00,S1,19.37,78,991,OK
2025-01-01 02:48:00,S1,26.08,69,993,OK
2025-01-01 02:49:00,S2,28.83,55,1001,OK
2025-01-01 02:50:00,S2,28.4,74,1000,OK
2025-01-01 02:51:00,S2,24.31,34,993,OK
2025-01-01 02:52:00,S2,35.0,58,998,OK
2025-01-01 02:53:00,S1,30.7,51,999,OK
2025-01-01 02:54:00,S3,24.49,78,1016,OK
2025-01-01 02:55:00,S3,22.59,32,995,OK
2025-01-01 02:56:00,S3,31.69,57,1004,OK
2025-01-01 02:57:00,S3,30.04,67,1020,OK
2025-01-01 02:58:00,S2,17.95,43,1011,OK
2025-01-01 02:59:00,S2,30.43,76,995,OK
2025-01-01 03:00:00,S2,24.23,43,1022,OK
2025-01-01 03:01:00,S3,20.7,72,1018,OK
2025-01-01 03:02:00,S2,15.1,40,1010,OK
2025-01-01 03:03:00,S2,23.66,38,1019,OK
2025-01-01 03:04:00,S1,24.94,67,1010,OK
2025-01-01 03:05:00,S1,32.94,76,1025,OK
2025-01-01 03:06:00,S2,29.79,73,1011,OK
2025-01-01 03:07:00,S1,22.09,35,1009,OK
2025-01-01 03:08:00,S1,26.95,30,1011,OK
2025-01-01 03:09:00,S2,29.13,54,1029,OK
2025-01-01 03:10:00,S2,25.43,45,1000,OK
2025-01-01 03:11:00,S2,22.06,44,1020,OK
2025-01-01 03:12:00,S2,22.34,63,1029,OK
2025-01-01 03:13:00,S3,26.93,46,1002,OK
2025-01-01 03:14:00,S3,27.06,32,1007,OK
2025-01-01 03:15:00,S2,23.54,32,1011,OK
2025-01-01 03:16:00,S1,11.9,66,1006,OK
2025-01-01 03:17:00,S2,18.55,46,1027,OK
2025-01-01 03:18:00,S2,28.1,78,1014,OK
2025-01-01 03:19:00,S1,14.35,67,1021,OK
2025-01-01 03:20:00,S3,30.92,30,1004,OK
2025-01-01 03:21:00,S2,30.18,36,1002,OK
2025-01-01 03:22:00,S2,25.21,55,1015,OK
2025-01-01 03:23:00,S3,27.99,76,1000,OK
2025-01-01 03:24:00,S3,27.64,68,1002,OK
2025-01-01 03:25:00,S1,24.42,48,1022,OK
2025-01-01 03:26:00,S3,18.13,59,1026,OK
2025-01-01 03:27:00,S3,29.84,72,1027,OK
2025-01-01 03:28:00,S3,32.04,43,990,OK
2025-01-01 03:29:00,S1,18.96,42,1028,OK
2025-01-01 03:30:00,S3,17.94,49,1016,OK
2025-01-01 03:31:00,S3,24.32,55,1025,OK
2025-01-01 03:32:00,S1,21.87,56,1021,OK
2025-01-01 03:33:00,S3,25.72,54,1004,OK
2025-01-01 03:34:00,S3,31.04,38,1020,OK
2025-01-01 03:35:00,S1,13.77,70,995,OK
2025-01-01 03:36:00,S2,32.91,77,1014,OK
2025-01-01 03:37:00,S1,22.97,41,1007,OK
2025-01-01 03:38:00,S3,27.56,39,1011,OK
2025-01-01 03:39:00,S3,28.09,35,1020,OK
2025-01-01 03:40:00,S3,28.68,79,1025,OK
2025-01-01 03:41:00,S1,25.31,63,998,OK
2025-01-01 03:42:00,S3,26.48,70,992,OK
2025-01-01 03:43:00,S3,26.45,48,1022,OK
2025-01-01 03:44:00,S1,21.85,35,1016,OK
2025-01-01 03:45:00,S2,16.21,31,990,OK
2025-01-01 03:46:00,S2,18.9,44,998,OK
2025-01-01 03:47:00,S3,24.48,46,994,OK
2025-01-01 03:48:00,S1,21.07,45,1004,OK
2025-01-01 03:49:00,S3,21.08,57,998,ALERT
2025-01-01 03:50:00,S1,34.0,50,1017,OK
2025-01-01 03:51:00,S1,29.29,37,1002,OK
2025-01-01 03:52:00,S2,23.74,39,1013,OK
2025-01-01 03:53:00,S2,28.36,39,999,OK
2025-01-01 03:54:00,S1,22.9,79,1011,OK
2025-01-01 03:55:00,S3,25.55,39,1028,OK
2025-01-01 03:56:00,S2,27.21,38,1011,OK
2025-01-01 03:57:00,S3,22.91,57,1026,OK
2025-01-01 03:58:00,S2,21.57,53,1028,OK
2025-01-01 03:59:00,S2,31.12,48,1009,OK
2025-01-01 04:00:00,S3,28.07,62,999,OK
2025-01-01 04:01:00,S2,13.73,33,999,OK
2025-01-01 04:02:00,S2,21.66,32,1015,ALERT
2025-01-01 04:03:00,S3,21.09,71,1014,OK
2025-01-01 04:04:00,S2,21.89,41,1017,OK
2025-01-01 04:05:00,S2,29.31,47,1002,OK
2025-01-01 04:06:00,S2,25.1,52,1004,OK
2025-01-01 04:07:00,S3,18.05,49,995,OK
2025-01-01 04:08:00,S1,23.08,35,1001,OK
2025-01-01 04:09:00,S3,27.71,63,1008,OK
2025-01-01 04:10:00,S1,23.9,71,1021,OK
2025-01-01 04:11:00,S2,21.78,31,1000,OK
2025-01-01 04:12:00,S1,26.66,59,1027,OK
2025-01-01 04:13:00,S3,33.09,38,1022,OK
2025-01-01 04:14:00,S3,27.31,56,991,OK
2025-01-01 04:15:00,S2,31.5,71,1004,OK
2025-01-01 04:16:00,S1,22.11,63,1025,OK
2025-01-01 04:17:00,S2,24.96,69,994,OK
2025-01-01 04:18:00,S2,24.86,53,1004,OK
2025-01-01 04:19:00,S3,25.59,78,999,OK
2025-01-01 04:20:00,S1,27.2,46,1006,OK
2025-01-01 04:21:00,S1,20.41,58,1023,OK
2025-01-01 04:22:00,S1,28.24,65,1013,OK
2025-01-01 04:23:00,S1,16.86,79,999,OK
2025-01-01 04:24:00,S2,18.32,41,1019,OK
2025-01-01 04:25:00,S2,35.68,60,992,OK
2025-01-01 04:26:00,S3,22.45,78,1026,OK
2025-01-01 04:27:00,S2,28.65,38,992,OK
2025-01-01 04:28:00,S2,33.49,48,1029,ALERT
2025-01-01 04:29:00,S3,13.43,75,994,OK
2025-01-01 04:30:00,S3,30.63,75,1017,OK
2025-01-01 04:31:00,S3,28.24,46,1003,OK
2025-01-01 04:32:00,S2,33.2,31,1028,OK
2025-01-01 04:33:00,S2,19.09,69,1000,ALERT
2025-01-01 04:34:00,S3,32.26,34,997,OK
2025-01-01 04:35:00,S3,21.3,68,1026,OK
2025-01-01 04:36:00,S3,30.27,77,997,OK
2025-01-01 04:37:00,S2,24.82,45,1001,OK
2025-01-01 04:38:00,S2,28.85,46,1004,OK
2025-01-01 04:39:00,S1,25.24,56,1008,OK
2025-01-01 04:40:00,S2,15.8,36,1017,OK
2025-01-01 04:41:00,S2,9.4,37,996,OK
2025-01-01 04:42:00,S2,26.05,37,1029,OK
2025-01-01 04:43:00,S3,23.68,52,996,OK
2025-01-01 04:44:00,S2,26.99,61,1019,OK
2025-01-01 04:45:00,S3,23.74,72,1007,OK
2025-01-01 04:46:00,S1,35.09,76,1013,OK
2025-01-01 04:47:00,S1,26.15,47,995,OK
2025-01-01 04:48:00,S3,22.77,67,993,OK
2025-01-01 04:49:00,S3,26.69,41,992,OK
2025-01-01 04:50:00,S3,22.86,44,995,ALERT
2025-01-01 04:51:00,S2,25.46,57,1015,OK
2025-01-01 04:52:00,S1,18.91,67,1027,OK
2025-01-01 04:53:00,S3,24.96,79,1000,OK
2025-01-01 04:54:00,S2,22.61,60,1018,OK
2025-01-01 04:55:00,S1,19.39,38,1009,OK
2025-01-01 04:56:00,S2,34.88,37,999,ALERT
2025-01-01 04:57:00,S1,19.58,75,1015,OK
2025-01-01 04:58:00,S2,25.03,48,1016,OK
2025-01-01 04:59:00,S1,20.99,37,1003,OK
2025-01-01 05:00:00,S1,26.49,63,1025,OK
2025-01-01 05:01:00,S2,18.63,33,1001,OK
2025-01-01 05:02:00,S3,29.2,60,1012,OK
2025-01-01 05:03:00,S1,35.18,67,1010,OK
2025-01-01 05:04:00,S3,20.8,32,997,ALERT
2025-01-01 05:05:00,S2,31.08,64,1028,ALERT
2025-01-01 05:06:00,S3,23.09,48,998,OK
2025-01-01 05:07:00,S3,32.53,72,1013,OK
2025-01-01 05:08:00,S3,35.94,58,1020,OK
2025-01-01 05:09:00,S3,23.83,39,1014,OK
2025-01-01 05:10:00,S3,17.4,41,1006,OK
2025-01-01 05:11:00,S1,29.74,75,1018,OK
2025-01-01 05:12:00,S1,26.12,59,992,OK
2025-01-01 05:13:00,S1,27.51,59,1010,OK
2025-01-01 05:14:00,S2,23.3,47,997,OK
2025-01-01 05:15:00,S3,20.58,53,1003,OK
2025-01-01 05:16:00,S1,30.8,61,1028,OK
2025-01-01 05:17:00,S2,26.6,38,1005,OK
2025-01-01 05:18:00,S1,17.78,76,1007,OK
2025-01-01 05:19:00,S1,28.43,53,1020,OK
2025-01-01 05:20:00,S3,27.43,55,1000,ALERT
2025-01-01 05:21:00,S2,23.37,32,1027,OK
2025-01-01 05:22:00,S3,33.1,52,1009,OK
2025-01-01 05:23:00,S3,21.91,40,993,OK
2025-01-01 05:24:00,S1,24.16,39,1009,OK
2025-01-01 05:25:00,S3,28.84,79,1020,OK
2025-01-01 05:26:00,S2,25.38,65,1009,OK
2025-01-01 05:27:00,S3,18.08,42,1000,OK
2025-01-01 05:28:00,S3,25.92,58,990,OK
2025-01-01 05:29:00,S3,22.93,67,1007,OK
2025-01-01 05:30:00,S1,29.28,42,1028,OK
2025-01-01 05:31:00,S2,25.76,55,1022,OK
2025-01-01 05:32:00,S1,25.47,49,1025,OK
2025-01-01 05:33:00,S1,19.76,34,1007,OK
2025-01-01 05:34:00,S1,23.85,49,1020,OK
2025-01-01 05:35:00,S1,29.85,43,1024,OK
2025-01-01 05:36:00,S1,21.12,74,1028,OK
2025-01-01 05:37:00,S2,24.84,43,1027,OK
2025-01-01 05:38:00,S3,20.32,37,1004,OK
2025-01-01 05:39:00,S1,19.08,77,995,OK
2025-01-01 05:40:00,S1,24.58,42,997,OK
2025-01-01 05:41:00,S2,25.87,53,1029,OK
2025-01-01 05:42:00,S2,34.97,44,1011,OK
2025-01-01 05:43:00,S3,22.72,30,990,OK
2025-01-01 05:44:00,S2,24.75,51,1002,OK
2025-01-01 05:45:00,S3,18.75,63,1013,OK
2025-01-01 05:46:00,S1,28.06,79,1010,OK
2025-01-01 05:47:00,S1,26.99,69,993,OK
2025-01-01 05:48:00,S3,32.44,32,996,OK
2025-01-01 05:49:00,S2,30.56,55,1001,OK
2025-01-01 05:50:00,S3,26.76,43,1002,OK
2025-01-01 05:51:00,S2,22.65,70,1005,OK
2025-01-01 05:52:00,S1,26.02,37,995,OK
2025-01-01 05:53:00,S2,24.44,78,1003,OK
2025-01-01 05:54:00,S3,29.77,45,1020,OK
2025-01-01 05:55:00,S3,29.13,71,1025,OK
2025-01-01 05:56:00,S1,23.52,50,1026,OK
2025-01-01 05:57:00,S2,17.69,39,1024,OK
2025-01-01 05:58:00,S2,31.67,54,999,OK
2025-01-01 05:59:00,S2,27.91,67,1006,OK
2025-01-01 06:00:00,S1,23.4,51,1019,OK
2025-01-01 06:01:00,S2,27.71,78,996,OK
2025-01-01 06:02:00,S3,25.37,77,1007,OK
2025-01-01 06:03:00,S2,31.59,76,1008,OK
2025-01-01 06:04:00,S1,15.35,75,1004,OK
2025-01-01 06:05:00,S2,23.01,33,1028,OK
2025-01-01 06:06:00,S2,33.0,33,1011,OK
2025-01-01 06:07:00,S3,27.82,59,1028,OK
2025-01-01 06:08:00,S2,33.86,31,1019,OK
2025-01-01 06:09:00,S3,18.89,58,1009,OK
2025-01-01 06:10:00,S3,30.36,72,1021,OK
2025-01-01 06:11:00,S1,30.06,65,1014,OK
2025-01-01 06:12:00,S3,16.59,50,1012,OK
2025-01-01 06:13:00,S3,23.52,50,994,OK
2025-01-01 06:14:00,S1,24.47,77,1019,OK
2025-01-01 06:15:00,S3,16.9,50,1028,OK
2025-01-01 06:16:00,S1,23.63,33,1016,ALERT
2025-01-01 06:17:00,S2,29.37,30,1026,ALERT
2025-01-01 06:18:00,S1,23.05,55,996,OK
2025-01-01 06:19:00,S3,26.21,31,994,OK
2025-01-01 06:20:00,S1,26.25,38,1004,ALERT
2025-01-01 06:21:00,S3,24.94,74,997,OK
2025-01-01 06:22:00,S2,21.47,47,998,OK
2025-01-01 06:23:00,S1,28.29,77,1000,OK
2025-01-01 06:24:00,S2,17.06,77,1011,OK
2025-01-01 06:25:00,S3,25.04,71,1023,OK
2025-01-01 06:26:00,S3,31.93,70,1024,OK
2025-01-01 06:27:00,S2,22.76,40,1002,OK
2025-01-01 06:28:00,S1,21.36,54,1000,OK
2025-01-01 06:29:00,S1,28.63,55,1021,OK
2025-01-01 06:30:00,S3,25.82,65,1004,OK
